NameOfStation;Line;Year;Quarter;IncomingPassengers;OutgoingPassengers;global_id
Лужники;Московское центральное кольцо;2022;III квартал;878897;1019414;2389473724
Шелепиха;Московское центральное кольцо;2022;III квартал;667600;731084;2389473728
Хорошёво;Московское центральное кольцо;2022;III квартал;636768;681220;2389473729
Зорге;Московское центральное кольцо;2022;III квартал;434901;459490;2389473730
Панфиловская;Московское центральное кольцо;2022;III квартал;543127;579473;2389473731
Стрешнево;Московское центральное кольцо;2022;III квартал;1334027;1379071;2389473732
Балтийская;Московское центральное кольцо;2022;III квартал;979932;1073158;2389473733
Коптево;Московское центральное кольцо;2022;III квартал;1280333;1340436;2389473734
Нижегородская;Некрасовская линия;2022;III квартал;1021546;1311305;2389473735
Стахановская;Некрасовская линия;2022;III квартал;555843;500451;2389473736
Окская;Некрасовская линия;2022;III квартал;581213;570548;2389473737
Юго-Восточная;Некрасовская линия;2022;III квартал;934115;901220;2389473738
